Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
5240,CA-2024-105239,2024-09-07,2024-09-14,Standard Class,ZD-21925,Zuschlich Donavan,Corporate,United States,Austin,Texas,78701,Central,Off-Pap-10006194,Office Supplies,Paper,Premium Multipurpose Copy Paper Case,45.54,1,0.2,-1.07
5241,CA-2025-105240,2025-10-11,2025-10-15,Standard Class,SN-20785,Steve Nguyen,Home Office,United States,Atlanta,Georgia,30301,South,Fur-Fur-10004067,Furniture,Furnishings,Ergonomic Memory Foam Seat Cushion,31.31,1,0.0,1.52
5242,CA-2026-105241,2026-03-05,2026-03-07,Second Class,BH-11710,Brosina Hoffman,Consumer,United States,Atlanta,Georgia,30301,South,Tec-Acc-10005774,Technology,Accessories,Logitech MX Master 3S Mouse,230.35,3,0.2,33.07
5243,CA-2025-105242,2025-11-13,2025-11-16,Second Class,RB-19705,Raymond Buch,Consumer,United States,Nashville,Tennessee,37201,South,Fur-Boo-10006091,Furniture,Bookcases,5-Shelf Wood Bookcase,519.59,3,0.1,155.78
5244,CA-2024-105243,2024-05-04,2024-05-07,Second Class,EP-13915,Emily Phan,Consumer,United States,Phoenix,Arizona,85001,West,Tec-Acc-10009133,Technology,Accessories,Anker 511 USB-C Charger,108.54,5,0.0,18.99
5245,CA-2025-105244,2025-12-04,2025-12-08,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Jose,California,95101,West,Off-Art-10005686,Office Supplies,Art,Professional Sketchbook 2-Pack,110.36,4,0.0,45.6
5246,CA-2024-105245,2024-11-30,2024-12-04,Standard Class,PK-19075,Pete Kriz,Corporate,United States,Miami,Florida,33101,South,Tec-Cop-10009400,Technology,Copiers,HP LaserJet Pro Multifunction,1204.84,2,0.0,613.72
5247,CA-2025-105246,2025-08-20,2025-08-21,Same Day,TB-21400,Tom Boeckenhauer,Consumer,United States,Phoenix,Arizona,85001,West,Off-Pap-10001357,Office Supplies,Paper,Premium Multipurpose Copy Paper Case,41.41,1,0.0,7.76
5248,CA-2025-105247,2025-10-02,2025-10-09,Standard Class,SF-20065,Sandra Flanagan,Consumer,United States,Columbus,Ohio,43201,Central,Fur-Boo-10004814,Furniture,Bookcases,Industrial Metal & Wood Bookshelf,174.32,1,0.0,4.54
5249,CA-2024-105248,2024-07-03,2024-07-06,First Class,IM-15055,Irene Maddox,Consumer,United States,Houston,Texas,77001,Central,Tec-Pho-10002385,Technology,Phones,Google Pixel 8 Pro,1084.62,1,0.0,209.29
5250,CA-2026-105249,2026-03-27,2026-03-31,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Atlanta,Georgia,30301,South,Fur-Tab-10002114,Furniture,Tables,Solid Oak Dining Table,5610.64,7,0.1,-892.27
5251,CA-2026-105250,2026-01-23,2026-01-25,First Class,BH-11710,Brosina Hoffman,Consumer,United States,Nashville,Tennessee,37201,South,Off-Art-10008651,Office Supplies,Art,Professional Sketchbook 2-Pack,9.66,1,0.4,-5.72
5252,CA-2024-105251,2024-02-24,2024-02-27,Second Class,ZD-21925,Zuschlich Donavan,Corporate,United States,Houston,Texas,77001,Central,Off-App-10005172,Office Supplies,Appliances,Keurig K-Mini Single Serve Coffee Maker,267.94,4,0.0,13.78
5253,CA-2026-105252,2026-02-04,2026-02-08,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Phoenix,Arizona,85001,West,Tec-Cop-10007610,Technology,Copiers,HP LaserJet Pro Multifunction,1488.46,5,0.2,-109.37
5254,CA-2024-105253,2024-05-03,2024-05-05,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Atlanta,Georgia,30301,South,Tec-Mac-10009703,Technology,Machines,Apple MacBook Pro 16 M3,4764.32,2,0.1,553.45
5255,CA-2024-105254,2024-08-07,2024-08-09,Second Class,SF-20065,Sandra Flanagan,Consumer,United States,Seattle,Washington,98101,West,Tec-Pho-10006674,Technology,Phones,OnePlus 12,2858.84,5,0.3,-405.05
5256,CA-2026-105255,2026-05-21,2026-05-24,First Class,LC-16885,Linda Cazaress,Home Office,United States,Austin,Texas,78701,Central,Tec-Mac-10007343,Technology,Machines,Lenovo ThinkPad X1 Carbon,1583.47,1,0.0,308.97
5257,CA-2025-105256,2025-05-01,2025-05-04,First Class,ZD-21925,Zuschlich Donavan,Corporate,United States,Seattle,Washington,98101,West,Tec-Mac-10008716,Technology,Machines,Lenovo ThinkPad X1 Carbon,3698.43,2,0.0,584.35
5258,CA-2025-105257,2025-12-22,2025-12-23,Same Day,TB-21400,Tom Boeckenhauer,Consumer,United States,San Jose,California,95101,West,Tec-Cop-10006068,Technology,Copiers,Canon imageCLASS Wireless Printer,291.43,1,0.3,95.62
5259,CA-2024-105258,2024-03-11,2024-03-14,Second Class,LC-16885,Linda Cazaress,Home Office,United States,Austin,Texas,78701,Central,Fur-Boo-10004937,Furniture,Bookcases,Industrial Metal & Wood Bookshelf,529.71,3,0.0,43.96
5260,CA-2024-105259,2024-01-13,2024-01-15,First Class,AG-10270,Alejandro Grove,Consumer,United States,Seattle,Washington,98101,West,Tec-Mac-10003542,Technology,Machines,Lenovo ThinkPad X1 Carbon,3574.65,3,0.2,-85.37
5261,CA-2024-105260,2024-09-03,2024-09-06,Second Class,AG-10270,Alejandro Grove,Consumer,United States,Chicago,Illinois,60601,Central,Tec-Cop-10007910,Technology,Copiers,HP LaserJet Pro Multifunction,680.86,2,0.2,-7.12
5262,CA-2025-105261,2025-01-23,2025-01-24,Same Day,BH-11710,Brosina Hoffman,Consumer,United States,Miami,Florida,33101,South,Tec-Acc-10007599,Technology,Accessories,Apple AirPods Pro (2nd Gen),207.16,1,0.0,-11.0
5263,CA-2024-105262,2024-05-28,2024-06-04,Standard Class,RP-19390,Roy Phan,Corporate,United States,Seattle,Washington,98101,West,Tec-Acc-10001418,Technology,Accessories,Anker 511 USB-C Charger,21.23,1,0.0,3.99
5264,CA-2026-105263,2026-02-17,2026-02-22,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Denver,Colorado,80201,West,Off-Bin-10004075,Office Supplies,Binders,Heavy Duty 3-Ring Binder 3-Pack,18.67,1,0.0,-1.17
5265,CA-2026-105264,2026-03-25,2026-03-30,Standard Class,KB-16585,Ken Black,Corporate,United States,San Antonio,Texas,78201,Central,Tec-Acc-10009714,Technology,Accessories,Apple AirPods Pro (2nd Gen),242.05,1,0.0,71.01
5266,CA-2024-105265,2024-03-16,2024-03-21,Standard Class,EP-13915,Emily Phan,Consumer,United States,Phoenix,Arizona,85001,West,Fur-Cha-10003069,Furniture,Chairs,Ergonomic Mesh Office Chair,1271.41,5,0.0,6.24
5267,CA-2025-105266,2025-04-26,2025-04-29,Second Class,CG-12520,Claire Gute,Consumer,United States,Austin,Texas,78701,Central,Off-Pap-10008213,Office Supplies,Paper,Eco-Friendly Recycled Printer Paper,8.39,1,0.0,1.7
5268,CA-2025-105267,2025-06-11,2025-06-12,Same Day,TB-21520,Tracy Blumstein,Consumer,United States,Indianapolis,Indiana,46201,Central,Off-App-10001245,Office Supplies,Appliances,Dyson Pure Cool Air Purifier Fan,1402.62,4,0.1,32.29
5269,CA-2024-105268,2024-03-18,2024-03-21,First Class,HR-14830,Harold Ryan,Corporate,United States,Chicago,Illinois,60601,Central,Off-Pap-10004932,Office Supplies,Paper,Eco-Friendly Recycled Printer Paper,35.08,4,0.1,1.12
5270,CA-2024-105269,2024-02-05,2024-02-08,Second Class,ZD-21925,Zuschlich Donavan,Corporate,United States,San Antonio,Texas,78201,Central,Fur-Cha-10005729,Furniture,Chairs,Secretlab TITAN Evo Gaming Chair,873.03,2,0.0,-214.63
5271,CA-2025-105270,2025-03-06,2025-03-08,Second Class,LF-17185,Liz Flachtemeier,Consumer,United States,Charlotte,North Carolina,28201,South,Off-App-10003026,Office Supplies,Appliances,Keurig K-Mini Single Serve Coffee Maker,214.03,3,0.0,31.55
5272,CA-2025-105271,2025-05-30,2025-06-02,Second Class,AG-10270,Alejandro Grove,Consumer,United States,Houston,Texas,77001,Central,Fur-Fur-10004112,Furniture,Furnishings,Anti-Fatigue Comfort Floor Mat,202.9,5,0.0,22.89
5273,CA-2025-105272,2025-01-17,2025-01-21,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Phoenix,Arizona,85001,West,Off-Pap-10006745,Office Supplies,Paper,Heavyweight Cardstock Paper 100 Sheets,35.74,3,0.0,-0.02
5274,CA-2026-105273,2026-01-29,2026-02-01,Second Class,LF-17185,Liz Flachtemeier,Consumer,United States,San Jose,California,95101,West,Off-Art-10008987,Office Supplies,Art,Acrylic Paint Set 24 Colors,21.38,1,0.0,-0.01
5275,CA-2025-105274,2025-05-01,2025-05-05,Standard Class,GH-14485,Gene Hale,Corporate,United States,San Jose,California,95101,West,Tec-Cop-10005709,Technology,Copiers,HP LaserJet Pro Multifunction,445.17,1,0.0,127.89
5276,CA-2025-105275,2025-10-22,2025-10-26,Standard Class,GH-14485,Gene Hale,Corporate,United States,Denver,Colorado,80201,West,Tec-Cop-10001286,Technology,Copiers,HP LaserJet Pro Multifunction,2083.54,5,0.0,477.86
5277,CA-2026-105276,2026-01-16,2026-01-20,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Atlanta,Georgia,30301,South,Tec-Acc-10008889,Technology,Accessories,Anker 511 USB-C Charger,33.18,2,0.0,-1.44
5278,CA-2024-105277,2024-04-25,2024-04-28,Second Class,LF-17185,Liz Flachtemeier,Consumer,United States,Columbus,Ohio,43201,Central,Off-Pap-10001129,Office Supplies,Paper,Eco-Friendly Recycled Printer Paper,46.13,5,0.0,9.41
5279,CA-2025-105278,2025-09-06,2025-09-10,Standard Class,IM-15055,Irene Maddox,Consumer,United States,New York City,New York,10001,East,Fur-Fur-10004634,Furniture,Furnishings,Ergonomic Memory Foam Seat Cushion,26.78,2,0.4,-15.72
5280,CA-2026-105279,2026-03-05,2026-03-06,Same Day,RB-19705,Raymond Buch,Consumer,United States,San Francisco,California,94101,West,Fur-Fur-10009174,Furniture,Furnishings,Ergonomic Memory Foam Seat Cushion,28.84,1,0.1,-3.19
5281,CA-2024-105280,2024-10-30,2024-11-04,Standard Class,SF-20065,Sandra Flanagan,Consumer,United States,San Jose,California,95101,West,Off-App-10004378,Office Supplies,Appliances,Keurig K-Mini Single Serve Coffee Maker,241.77,3,0.0,28.13
5282,CA-2025-105281,2025-05-26,2025-05-29,First Class,SN-20785,Steve Nguyen,Home Office,United States,San Jose,California,95101,West,Off-Pap-10003860,Office Supplies,Paper,Premium Multipurpose Copy Paper Case,154.16,3,0.0,28.66
5283,CA-2026-105282,2026-03-10,2026-03-13,First Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Indianapolis,Indiana,46201,Central,Off-Bin-10001851,Office Supplies,Binders,Clear Sheet Protectors 200-Pack,54.09,5,0.3,-4.78
5284,CA-2026-105283,2026-02-26,2026-03-02,Standard Class,RB-19705,Raymond Buch,Consumer,United States,Los Angeles,California,90001,West,Off-Pap-10008120,Office Supplies,Paper,Eco-Friendly Recycled Printer Paper,41.03,6,0.0,-1.82
5285,CA-2025-105284,2025-09-09,2025-09-13,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Boston,Massachusetts,02101,East,Off-Pap-10001267,Office Supplies,Paper,Heavyweight Cardstock Paper 100 Sheets,24.78,2,0.0,3.24
5286,CA-2024-105285,2024-02-02,2024-02-06,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,San Diego,California,92101,West,Tec-Cop-10006388,Technology,Copiers,Canon imageCLASS Wireless Printer,222.35,1,0.1,7.7
5287,CA-2025-105286,2025-02-04,2025-02-06,First Class,LC-16885,Linda Cazaress,Home Office,United States,San Jose,California,95101,West,Fur-Fur-10001104,Furniture,Furnishings,Ergonomic Memory Foam Seat Cushion,21.34,1,0.1,-7.99
5288,CA-2024-105287,2024-07-06,2024-07-12,Standard Class,SF-20065,Sandra Flanagan,Consumer,United States,Seattle,Washington,98101,West,Off-Bin-10006447,Office Supplies,Binders,Plastic Pocket Folders 10-Pack,40.58,4,0.1,4.85
5289,CA-2024-105288,2024-07-28,2024-07-31,Second Class,RB-19705,Raymond Buch,Consumer,United States,Dallas,Texas,75201,Central,Fur-Fur-10004145,Furniture,Furnishings,Ergonomic Memory Foam Seat Cushion,43.55,2,0.3,-18.66
5290,CA-2026-105289,2026-02-15,2026-02-16,Same Day,PK-19075,Pete Kriz,Corporate,United States,Charlotte,North Carolina,28201,South,Fur-Fur-10002387,Furniture,Furnishings,Anti-Fatigue Comfort Floor Mat,366.96,10,0.0,-92.74
5291,CA-2026-105290,2026-05-15,2026-05-17,Same Day,IM-15055,Irene Maddox,Consumer,United States,Seattle,Washington,98101,West,Tec-Cop-10002097,Technology,Copiers,Brother Monochrome Laser Printer,182.91,1,0.0,60.21
5292,CA-2025-105291,2025-10-11,2025-10-14,Same Day,IM-15055,Irene Maddox,Consumer,United States,Chicago,Illinois,60601,Central,Off-Pap-10002105,Office Supplies,Paper,Premium Multipurpose Copy Paper Case,82.68,2,0.2,4.06
5293,CA-2026-105292,2026-04-14,2026-04-18,Standard Class,GH-14485,Gene Hale,Corporate,United States,Nashville,Tennessee,37201,South,Fur-Cha-10001124,Furniture,Chairs,Ergonomic Mesh Office Chair,777.78,3,0.0,75.09
5294,CA-2024-105293,2024-03-13,2024-03-16,First Class,SN-20785,Steve Nguyen,Home Office,United States,Atlanta,Georgia,30301,South,Fur-Boo-10009631,Furniture,Bookcases,Corner Ladder Shelf,201.19,3,0.2,-26.73
5295,CA-2025-105294,2025-01-06,2025-01-08,Same Day,AA-10315,Andrew Allen,Consumer,United States,Phoenix,Arizona,85001,West,Off-Bin-10002772,Office Supplies,Binders,Clear Sheet Protectors 200-Pack,21.79,2,0.0,-0.9
5296,CA-2025-105295,2025-05-19,2025-05-20,Same Day,LC-16885,Linda Cazaress,Home Office,United States,Atlanta,Georgia,30301,South,Fur-Tab-10007545,Furniture,Tables,Minimalist Glass Coffee Table,179.36,1,0.0,22.76
5297,CA-2024-105296,2024-01-14,2024-01-17,First Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Philadelphia,Pennsylvania,19101,East,Tec-Mac-10008295,Technology,Machines,Apple MacBook Pro 16 M3,2928.09,2,0.3,-883.6
5298,CA-2024-105297,2024-10-16,2024-10-17,Same Day,HR-14830,Harold Ryan,Corporate,United States,San Antonio,Texas,78201,Central,Off-Art-10005176,Office Supplies,Art,Professional Sketchbook 2-Pack,121.77,6,0.0,25.13
5299,CA-2026-105298,2026-01-19,2026-01-22,Second Class,ZD-21925,Zuschlich Donavan,Corporate,United States,Charlotte,North Carolina,28201,South,Tec-Mac-10001922,Technology,Machines,Lenovo ThinkPad X1 Carbon,958.04,1,0.3,-213.01
5300,CA-2025-105299,2025-06-23,2025-06-26,First Class,HR-14830,Harold Ryan,Corporate,United States,San Antonio,Texas,78201,Central,Tec-Acc-10004032,Technology,Accessories,Logitech MX Master 3S Mouse,311.17,3,0.0,60.59
5301,CA-2025-105300,2025-02-18,2025-02-19,Same Day,KB-16585,Ken Black,Corporate,United States,Indianapolis,Indiana,46201,Central,Tec-Cop-10002607,Technology,Copiers,HP LaserJet Pro Multifunction,2753.86,7,0.0,-23.09
5302,CA-2024-105301,2024-01-01,2024-01-03,Second Class,KB-16585,Ken Black,Corporate,United States,San Diego,California,92101,West,Off-Art-10004035,Office Supplies,Art,Professional Sketchbook 2-Pack,12.47,1,0.1,-1.74
5303,CA-2024-105302,2024-07-02,2024-07-04,Second Class,DN-13690,Duane Noonan,Consumer,United States,Phoenix,Arizona,85001,West,Off-Pap-10009236,Office Supplies,Paper,Heavyweight Cardstock Paper 100 Sheets,23.51,2,0.1,1.11
5304,CA-2024-105303,2024-01-22,2024-01-26,Standard Class,EP-13915,Emily Phan,Consumer,United States,Dallas,Texas,75201,Central,Off-App-10004300,Office Supplies,Appliances,Mini Fridge with Freezer 3.2 Cu Ft,345.89,3,0.0,-38.18
5305,CA-2026-105304,2026-05-18,2026-05-21,Second Class,LF-17185,Liz Flachtemeier,Consumer,United States,Dallas,Texas,75201,Central,Off-App-10002638,Office Supplies,Appliances,Compact Countertop Microwave 0.7 Cu Ft,130.68,2,0.2,-2.66
5306,CA-2026-105305,2026-04-10,2026-04-14,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,New York City,New York,10001,East,Off-App-10001708,Office Supplies,Appliances,Keurig K-Mini Single Serve Coffee Maker,146.77,2,0.0,19.1
5307,CA-2025-105306,2025-05-02,2025-05-04,First Class,PK-19075,Pete Kriz,Corporate,United States,San Jose,California,95101,West,Tec-Mac-10005626,Technology,Machines,Dell XPS 15 Laptop,2501.24,2,0.3,-62.97
5308,CA-2026-105307,2026-04-20,2026-04-22,First Class,AG-10270,Alejandro Grove,Consumer,United States,Indianapolis,Indiana,46201,Central,Tec-Acc-10004554,Technology,Accessories,Apple AirPods Pro (2nd Gen),225.39,1,0.0,62.96
5309,CA-2024-105308,2024-04-28,2024-05-01,First Class,ZD-21925,Zuschlich Donavan,Corporate,United States,Dallas,Texas,75201,Central,Fur-Fur-10009817,Furniture,Furnishings,Anti-Fatigue Comfort Floor Mat,45.58,1,0.0,2.31
5310,CA-2025-105309,2025-03-21,2025-03-26,Standard Class,RP-19390,Roy Phan,Corporate,United States,Houston,Texas,77001,Central,Fur-Tab-10004133,Furniture,Tables,Solid Oak Dining Table,1538.29,2,0.2,-145.14
5311,CA-2025-105310,2025-12-04,2025-12-07,First Class,TB-21400,Tom Boeckenhauer,Consumer,United States,San Jose,California,95101,West,Off-Art-10008160,Office Supplies,Art,Fiskars Precision Scissors 8-Inch,33.16,2,0.0,12.39
5312,CA-2025-105311,2025-11-17,2025-11-20,Second Class,GH-14485,Gene Hale,Corporate,United States,Miami,Florida,33101,South,Off-Pap-10001452,Office Supplies,Paper,Heavyweight Cardstock Paper 100 Sheets,19.02,1,0.0,8.27
5313,CA-2026-105312,2026-02-27,2026-03-02,Second Class,RP-19390,Roy Phan,Corporate,United States,Los Angeles,California,90001,West,Tec-Acc-10008571,Technology,Accessories,Anker 511 USB-C Charger,23.06,2,0.4,-16.65
5314,CA-2025-105313,2025-11-04,2025-11-06,Same Day,AA-10315,Andrew Allen,Consumer,United States,Denver,Colorado,80201,West,Fur-Tab-10007929,Furniture,Tables,Standing Desk Wood Top 60x30,731.74,1,0.0,238.92
5315,CA-2024-105314,2024-11-14,2024-11-17,First Class,RB-19705,Raymond Buch,Consumer,United States,Phoenix,Arizona,85001,West,Off-App-10009833,Office Supplies,Appliances,Dyson Pure Cool Air Purifier Fan,474.37,1,0.2,107.69
5316,CA-2024-105315,2024-03-09,2024-03-10,Same Day,TB-21400,Tom Boeckenhauer,Consumer,United States,Atlanta,Georgia,30301,South,Fur-Cha-10006380,Furniture,Chairs,Secretlab TITAN Evo Gaming Chair,503.63,1,0.0,61.89
5317,CA-2024-105316,2024-10-01,2024-10-03,Second Class,GH-14485,Gene Hale,Corporate,United States,New York City,New York,10001,East,Fur-Tab-10001444,Furniture,Tables,Minimalist Glass Coffee Table,1215.53,8,0.2,-164.55
5318,CA-2024-105317,2024-01-21,2024-01-25,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Miami,Florida,33101,South,Off-App-10007168,Office Supplies,Appliances,Dyson Pure Cool Air Purifier Fan,2687.18,8,0.0,-308.11
5319,CA-2024-105318,2024-08-16,2024-08-18,First Class,EP-13915,Emily Phan,Consumer,United States,Austin,Texas,78701,Central,Fur-Boo-10002786,Furniture,Bookcases,Corner Ladder Shelf,268.06,6,0.4,-131.65
5320,CA-2025-105319,2025-01-09,2025-01-13,Standard Class,CG-12520,Claire Gute,Consumer,United States,Indianapolis,Indiana,46201,Central,Fur-Fur-10001565,Furniture,Furnishings,LED Desk Lamp with USB Charger,29.95,1,0.0,-8.59
5321,CA-2024-105320,2024-11-04,2024-11-05,Same Day,BH-11710,Brosina Hoffman,Consumer,United States,Chicago,Illinois,60601,Central,Off-Pap-10003468,Office Supplies,Paper,Heavyweight Cardstock Paper 100 Sheets,91.27,5,0.1,30.48
5322,CA-2024-105321,2024-11-05,2024-11-07,First Class,DN-13690,Duane Noonan,Consumer,United States,Miami,Florida,33101,South,Tec-Acc-10009386,Technology,Accessories,Apple AirPods Pro (2nd Gen),672.4,2,0.0,322.21
5323,CA-2025-105322,2025-08-23,2025-08-25,First Class,LF-17185,Liz Flachtemeier,Consumer,United States,Houston,Texas,77001,Central,Off-Pap-10002109,Office Supplies,Paper,Eco-Friendly Recycled Printer Paper,15.36,2,0.0,3.45
5324,CA-2025-105323,2025-08-29,2025-09-02,Standard Class,KB-16585,Ken Black,Corporate,United States,Denver,Colorado,80201,West,Off-Bin-10004726,Office Supplies,Binders,Heavy Duty 3-Ring Binder 3-Pack,120.51,7,0.0,13.2
5325,CA-2025-105324,2025-10-22,2025-10-26,Standard Class,EP-13915,Emily Phan,Consumer,United States,Phoenix,Arizona,85001,West,Off-Pap-10005210,Office Supplies,Paper,Heavyweight Cardstock Paper 100 Sheets,59.13,4,0.0,12.69
5326,CA-2024-105325,2024-09-10,2024-09-12,Same Day,ZD-21925,Zuschlich Donavan,Corporate,United States,Phoenix,Arizona,85001,West,Off-App-10002178,Office Supplies,Appliances,Keurig K-Mini Single Serve Coffee Maker,159.2,2,0.0,33.37
5327,CA-2024-105326,2024-04-03,2024-04-05,Second Class,AG-10270,Alejandro Grove,Consumer,United States,Columbus,Ohio,43201,Central,Fur-Tab-10009058,Furniture,Tables,Minimalist Glass Coffee Table,818.28,5,0.2,-142.19
5328,CA-2026-105327,2026-04-23,2026-04-27,Standard Class,LC-16885,Linda Cazaress,Home Office,United States,Boston,Massachusetts,02101,East,Tec-Acc-10004798,Technology,Accessories,Anker 511 USB-C Charger,21.53,1,0.0,6.78
5329,CA-2026-105328,2026-04-02,2026-04-06,Standard Class,GH-14485,Gene Hale,Corporate,United States,Miami,Florida,33101,South,Tec-Acc-10001712,Technology,Accessories,Apple AirPods Pro (2nd Gen),247.94,1,0.0,54.87
5330,CA-2024-105329,2024-06-24,2024-06-27,Same Day,BH-11710,Brosina Hoffman,Consumer,United States,San Antonio,Texas,78201,Central,Off-Pap-10008957,Office Supplies,Paper,Heavyweight Cardstock Paper 100 Sheets,10.44,1,0.2,-0.77
5331,CA-2026-105330,2026-03-09,2026-03-15,Standard Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Philadelphia,Pennsylvania,19101,East,Off-Bin-10005436,Office Supplies,Binders,Clear Sheet Protectors 200-Pack,11.19,1,0.2,-0.09
5332,CA-2026-105331,2026-06-21,2026-06-24,First Class,RP-19390,Roy Phan,Corporate,United States,Phoenix,Arizona,85001,West,Tec-Mac-10006555,Technology,Machines,Lenovo ThinkPad X1 Carbon,4700.2,3,0.0,802.3
5333,CA-2024-105332,2024-05-30,2024-06-01,First Class,SF-20065,Sandra Flanagan,Consumer,United States,San Diego,California,92101,West,Off-Pap-10002662,Office Supplies,Paper,Heavyweight Cardstock Paper 100 Sheets,27.97,2,0.0,6.17
5334,CA-2026-105333,2026-02-24,2026-02-25,Same Day,RB-19705,Raymond Buch,Consumer,United States,San Jose,California,95101,West,Off-Pap-10003795,Office Supplies,Paper,Heavyweight Cardstock Paper 100 Sheets,45.76,4,0.0,2.85
5335,CA-2025-105334,2025-12-13,2025-12-15,Second Class,EP-13915,Emily Phan,Consumer,United States,Miami,Florida,33101,South,Off-App-10002131,Office Supplies,Appliances,Keurig K-Mini Single Serve Coffee Maker,110.64,1,0.0,40.62
5336,CA-2026-105335,2026-03-19,2026-03-22,Same Day,SF-20065,Sandra Flanagan,Consumer,United States,San Diego,California,92101,West,Off-Pap-10008928,Office Supplies,Paper,Heavyweight Cardstock Paper 100 Sheets,44.61,3,0.0,8.58
5337,CA-2025-105336,2025-01-11,2025-01-12,Same Day,EP-13915,Emily Phan,Consumer,United States,Miami,Florida,33101,South,Tec-Cop-10004175,Technology,Copiers,Brother Monochrome Laser Printer,200.69,2,0.3,-34.49
5338,CA-2025-105337,2025-04-26,2025-05-02,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Indianapolis,Indiana,46201,Central,Off-Bin-10002697,Office Supplies,Binders,Plastic Pocket Folders 10-Pack,57.06,5,0.0,10.17
5339,CA-2024-105338,2024-12-06,2024-12-10,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Phoenix,Arizona,85001,West,Tec-Acc-10002883,Technology,Accessories,Apple AirPods Pro (2nd Gen),434.91,2,0.4,92.28
5340,CA-2026-105339,2026-04-18,2026-04-22,Standard Class,RB-19705,Raymond Buch,Consumer,United States,San Antonio,Texas,78201,Central,Tec-Pho-10003615,Technology,Phones,OnePlus 12,807.3,1,0.0,212.4
5341,CA-2024-105340,2024-02-02,2024-02-06,Standard Class,ZD-21925,Zuschlich Donavan,Corporate,United States,San Diego,California,92101,West,Tec-Pho-10005826,Technology,Phones,Samsung Galaxy S24 Ultra,4926.87,7,0.2,-498.6
5342,CA-2024-105341,2024-02-04,2024-02-07,Second Class,CG-12520,Claire Gute,Consumer,United States,San Jose,California,95101,West,Tec-Pho-10005416,Technology,Phones,OnePlus 12,2734.23,4,0.0,427.47
5343,CA-2026-105342,2026-02-28,2026-03-03,First Class,SF-20065,Sandra Flanagan,Consumer,United States,San Antonio,Texas,78201,Central,Fur-Cha-10004835,Furniture,Chairs,Herman Miller Aeron Chair,993.2,1,0.1,-319.6
5344,CA-2024-105343,2024-11-21,2024-11-25,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Atlanta,Georgia,30301,South,Off-Pap-10005095,Office Supplies,Paper,Premium Multipurpose Copy Paper Case,467.09,6,0.0,201.9
5345,CA-2024-105344,2024-04-15,2024-04-16,Same Day,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98101,West,Fur-Fur-10005292,Furniture,Furnishings,Acoustic Desk Divider Partition,84.47,1,0.0,-3.84
5346,CA-2024-105345,2024-01-21,2024-01-22,Same Day,AG-10270,Alejandro Grove,Consumer,United States,Atlanta,Georgia,30301,South,Off-App-10002664,Office Supplies,Appliances,Dyson Pure Cool Air Purifier Fan,2155.12,7,0.0,-215.62
5347,CA-2024-105346,2024-03-07,2024-03-10,Second Class,BH-11710,Brosina Hoffman,Consumer,United States,San Francisco,California,94101,West,Fur-Cha-10001561,Furniture,Chairs,Ergonomic Mesh Office Chair,484.03,2,0.0,64.35
5348,CA-2024-105347,2024-06-01,2024-06-03,First Class,AA-10315,Andrew Allen,Consumer,United States,Phoenix,Arizona,85001,West,Off-App-10001302,Office Supplies,Appliances,Keurig K-Mini Single Serve Coffee Maker,160.79,2,0.0,37.83
5349,CA-2025-105348,2025-03-18,2025-03-22,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,San Francisco,California,94101,West,Fur-Boo-10004726,Furniture,Bookcases,Corner Ladder Shelf,260.9,3,0.0,1.79
5350,CA-2025-105349,2025-12-28,2025-12-29,Same Day,CG-12520,Claire Gute,Consumer,United States,Seattle,Washington,98101,West,Off-Art-10002310,Office Supplies,Art,Dual Tip Brush Marker Pens 72-Color Set,97.99,2,0.1,29.8
5351,CA-2025-105350,2025-12-14,2025-12-20,Standard Class,RB-19705,Raymond Buch,Consumer,United States,Los Angeles,California,90001,West,Tec-Mac-10004880,Technology,Machines,Dell XPS 15 Laptop,6262.49,4,0.4,1101.94
5352,CA-2025-105351,2025-03-04,2025-03-05,Same Day,SF-20065,Sandra Flanagan,Consumer,United States,Nashville,Tennessee,37201,South,Fur-Tab-10005622,Furniture,Tables,Standing Desk Wood Top 60x30,344.91,1,0.3,-87.71
